ID,Full Name,name_strict,strict_key,is_strict_dup,strict_group_size
4103,Sra. Pedro García,pedro garcia,pedro garcia,True,7
4104,María Álvarez,maria alvarez,maria alvarez,True,4
4105,Carmen Alonso,carmen alonso,carmen alonso,True,5
4106,María Muñoz Romero,maria munoz romero,maria munoz romero,True,2
4107,Isabel Ruiz,isabel ruiz,isabel ruiz,True,7
4108,María Pérez,maria perez,maria perez,True,8
4109,Carlos Alonso,carlos alonso,carlos alonso,True,7
4110,Juan Díaz,juan diaz,juan diaz,True,6
4111,Javier García Fernández,javier garcia fernandez,javier garcia fernandez,False,1
4112,Javier Alonso Rodríguez,javier alonso rodriguez,javier alonso rodriguez,True,3
4113,Carlos Romero,carlos romero,carlos romero,True,6
4114,Carmen Gutiérrez Rodríguez,carmen gutierrez rodriguez,carmen gutierrez rodriguez,False,1
4115,Ana Díaz López,ana diaz lopez,ana diaz lopez,False,1
4116,Javier Martínez,javier martinez,javier martinez,True,6
4117,Sofía Sánchez,sofia sanchez,sofia sanchez,True,9
4118,Marta Ruiz,marta ruiz,marta ruiz,True,7
4119,José Romero,jose romero,jose romero,True,6
4120,Lucía Hernández,lucia hernandez,lucia hernandez,True,7
4121,Lucía Ruiz Romero,lucia ruiz romero,lucia ruiz romero,True,3
4122,Marta López,marta lopez,marta lopez,True,3
4123,Javier Martín Pérez,javier martin perez,javier martin perez,False,1
4124,Lic. Pablo Pérez López,pablo perez lopez,pablo perez lopez,True,2
4125,Sofía Muñoz Fernández,sofia munoz fernandez,sofia munoz fernandez,False,1
4126,Marta Fernández Alonso,marta fernandez alonso,marta fernandez alonso,True,2
4127,Sofía Gutiérrez,sofia gutierrez,sofia gutierrez,True,6
4128,Teresa Gómez,teresa gomez,teresa gomez,True,6
4129,Dr. Elena Fernández Díaz,elena fernandez diaz,elena fernandez diaz,False,1
4130,Isabel Hernández Moreno,isabel hernandez moreno,isabel hernandez moreno,False,1
4131,Mg. Pedro Martín,mg pedro martin,mg pedro martin,False,1
4132,Isabel Álvarez,isabel alvarez,isabel alvarez,True,10
4133,Juan Romero,juan romero,juan romero,True,11
4134,Lucía Sánchez,lucia sanchez,lucia sanchez,True,6
4135,Ana Alonso Hernández,ana alonso hernandez,ana alonso hernandez,False,1
4136,Elena Álvarez Jiménez,elena alvarez jimenez,elena alvarez jimenez,False,1
4137,Pilar Alonso,pilar alonso,pilar alonso,True,3
4138,Carmen Martínez,carmen martinez,carmen martinez,True,7
4139,Marta Díaz,marta diaz,marta diaz,True,4
4140,Pilar Muñoz García,pilar munoz garcia,pilar munoz garcia,False,1
4141,Ana Muñoz,ana munoz,ana munoz,True,4
4142,Carlos Gómez Gómez,carlos gomez gomez,carlos gomez gomez,False,1
4143,Pedro Rodríguez,pedro rodriguez,pedro rodriguez,True,7
4144,José Gómez Alonso,jose gomez alonso,jose gomez alonso,False,1
4145,José Pérez Alonso,jose perez alonso,jose perez alonso,False,1
4146,Pablo Ruiz Rodríguez,pablo ruiz rodriguez,pablo ruiz rodriguez,False,1
4147,Fernando Fernández,fernando fernandez,fernando fernandez,True,8
4148,Elena Gutiérrez Pérez,elena gutierrez perez,elena gutierrez perez,False,1
4149,María Gutiérrez,maria gutierrez,maria gutierrez,True,3
4150,María Jiménez Moreno,maria jimenez moreno,maria jimenez moreno,False,1
4151,Pablo Sánchez Hernández,pablo sanchez hernandez,pablo sanchez hernandez,False,1
4152,Carlos Ruiz,carlos ruiz,carlos ruiz,True,6
4153,Elena Romero,elena romero,elena romero,True,7
4154,Carlos Gómez,carlos gomez,carlos gomez,True,5
4155,Carlos Álvarez,carlos alvarez,carlos alvarez,True,2
4156,Pilar Rodríguez,pilar rodriguez,pilar rodriguez,True,4
4157,Pilar Martínez Ruiz,pilar martinez ruiz,pilar martinez ruiz,False,1
4158,Luis González,luis gonzalez,luis gonzalez,True,6
4159,Carlos Fernández,carlos fernandez,carlos fernandez,True,6
4160,Francisco Díaz Gómez,francisco diaz gomez,francisco diaz gomez,False,2
4161,Teresa Romero,teresa romero,teresa romero,True,7
4162,José Díaz,jose diaz,jose diaz,True,4
4163,José Martín,jose martin,jose martin,False,2
4164,Mg. Fernando Martínez,mg fernando martinez,mg fernando martinez,False,1
4165,Lucía Hernández,lucia hernandez,lucia hernandez,True,7
4166,María Jiménez Muñoz,maria jimenez munoz,maria jimenez munoz,False,1
4167,Sr. Pedro Romero Hernández,pedro romero hernandez,pedro romero hernandez,True,2
4168,Ana Jiménez López,ana jimenez lopez,ana jimenez lopez,False,1
4169,Javier López González,javier lopez gonzalez,javier lopez gonzalez,False,1
4170,Dr. Carmen García Fernández,carmen garcia fernandez,carmen garcia fernandez,False,1
4171,Pablo Álvarez,pablo alvarez,pablo alvarez,True,6
4172,Carlos Gutiérrez Martínez,carlos gutierrez martinez,carlos gutierrez martinez,False,1
4173,Francisco Martín Gutiérrez,francisco martin gutierrez,francisco martin gutierrez,False,1
4174,Marta Jiménez,marta jimenez,marta jimenez,True,6
4175,Carmen Jiménez,carmen jimenez,carmen jimenez,True,7
4176,Col. Isabel García Fernández,col isabel garcia fernandez,col isabel garcia fernandez,False,1
4177,Francisco Hernández Álvarez,francisco hernandez alvarez,francisco hernandez alvarez,False,1
4178,Francisco Álvarez,francisco alvarez,francisco alvarez,True,8
4179,Elena González,elena gonzalez,elena gonzalez,True,3
4180,Mg. Elena Romero Sánchez,mg elena romero sanchez,mg elena romero sanchez,False,1
4181,Col. Luis Rodríguez Fernández,col luis rodriguez fernandez,col luis rodriguez fernandez,False,1
4182,Fernando Martí@nez Moreno,fernando marti nez moreno,fernando marti nez moreno,False,1
4183,Elena Martínez,elena martinez,elena martinez,False,4
4184,Marta Moreno Díaz,marta moreno diaz,marta moreno diaz,False,1
4185,Javier Romero,javier romero,javier romero,True,6
4186,Carmen Gómez Gutiérrez,carmen gomez gutierrez,carmen gomez gutierrez,False,1
4187,Pedro Romero,pedro romero,pedro romero,True,8
4188,Fernando Fernández,fernando fernandez,fernando fernandez,True,8
4189,Pablo Gómez,pablo gomez,pablo gomez,True,7
4190,Ana Romero,ana romero,ana romero,True,6
4191,Javier Romero,javier romero,javier romero,True,6
4192,Lucí*a Gutiérrez Martín,luci a gutierrez martin,luci a gutierrez martin,False,1
4193,Carmen García,carmen garcia,carmen garcia,True,4
4194,Pablo Martínez,pablo martinez,pablo martinez,True,4
4195,Ana Ruiz,ana ruiz,ana ruiz,True,4
4196,Ana Martínez,ana martinez,ana martinez,True,4
4197,Luis Alonso,luis alonso,luis alonso,True,5
4198,Teresa Hernández,teresa hernandez,teresa hernandez,True,7
4199,Elena Moreno,elena moreno,elena moreno,True,3
4200,Fernando Rodríguez,fernando rodriguez,fernando rodriguez,True,11
4201,Mg. Juan Ruiz,mg juan ruiz,mg juan ruiz,False,1
4202,Lucía Gómez Rodríguez,lucia gomez rodriguez,lucia gomez rodriguez,False,2
4203,Juan Romero,juan romero,juan romero,True,11
4204,Isabel Gutiérrez,isabel gutierrez,isabel gutierrez,True,6
4205,Pilar Álvarez,pilar alvarez,pilar alvarez,True,6
4206,Fernando Díaz González,fernando diaz gonzalez,fernando diaz gonzalez,False,1
4207,José Álvar(ez Martínez,jose alvar ez martinez,jose alvar ez martinez,False,1
4208,Rafael Romero,rafael romero,rafael romero,True,7
4209,Elena González González,elena gonzalez gonzalez,elena gonzalez gonzalez,False,1
4210,Sr. Sofía Martín,sofia martin,sofia martin,True,12
4211,Sofía Gómez Gómez,sofia gomez gomez,sofia gomez gomez,False,1
4212,Juan Álvarez García,juan alvarez garcia,juan alvarez garcia,False,1
4213,Carmen Fernández,carmen fernandez,carmen fernandez,True,9
4214,Teresa Jiménez,teresa jimenez,teresa jimenez,True,6
4215,Juan   Fernández,juan fernandez,juan fernandez,True,8
4216,Sra. Elena Martínez Alonso,elena martinez alonso,elena martinez alonso,False,1
4217,María Martínez,maria martinez,maria martinez,True,11
4218,Marta Gómez García,marta gomez garcia,marta gomez garcia,False,1
4219,Rafael Gómez Álvarez,rafael gomez alvarez,rafael gomez alvarez,False,1
4220,Elena Gómez Alonso,elena gomez alonso,elena gomez alonso,False,1
4221,Carlos Gómez,carlos gomez,carlos gomez,True,5
4222,Pablo López Gómez,pablo lopez gomez,pablo lopez gomez,True,2
4223,Isabel Moreno Pérez,isabel moreno perez,isabel moreno perez,False,1
4224,Pilar López,pilar lopez,pilar lopez,True,8
4225,Elena López Gutiérrez,elena lopez gutierrez,elena lopez gutierrez,True,2
4226,Pilar Romero,pilar romero,pilar romero,True,6
4227,Javier Romero,javier romero,javier romero,True,6
4228,Pilar Gutiérrez,pilar gutierrez,pilar gutierrez,True,9
4229,Sr. Lucía Pérez,lucia perez,lucia perez,True,7
4230,Juan González,juan gonzalez,juan gonzalez,True,7
4231,Rafael  Muñoz,rafael munoz,rafael munoz,True,10
4232,Sra. Teresa Gutiérrez,teresa gutierrez,teresa gutierrez,True,8
4233,José Martín Rodríguez,jose martin rodriguez,jose martin rodriguez,True,2
4234,Fernando Jiménez Gutiérrez,fernando jimenez gutierrez,fernando jimenez gutierrez,False,1
4235,Fernando   Martínez Alonso,fernando martinez alonso,fernando martinez alonso,False,1
4236,Ana López,ana lopez,ana lopez,True,6
4237,Ana Sánchez García,ana sanchez garcia,ana sanchez garcia,False,1
4238,Elena Mo~reno,elena mo reno,elena mo reno,False,1
4239,Carmen Álvarez Gutiérrez,carmen alvarez gutierrez,carmen alvarez gutierrez,False,1
4240,José Álvarez,jose alvarez,jose alvarez,True,5
4241,Isabel Martínez Alonso,isabel martinez alonso,isabel martinez alonso,False,1
4242,Pedro Gómez Rodríguez,pedro gomez rodriguez,pedro gomez rodriguez,True,2
4243,Pilar Gutiérrez Sánchez,pilar gutierrez sanchez,pilar gutierrez sanchez,False,1
4244,Mg. Rafael Jiménez Moreno,mg rafael jimenez moreno,mg rafael jimenez moreno,False,1
4245,Teresa Sánchez Gutiérrez,teresa sanchez gutierrez,teresa sanchez gutierrez,False,1
4246,Luis Hernández Martínez,luis hernandez martinez,luis hernandez martinez,True,2
4247,Sra. Rafael Hernández Pérez,rafael hernandez perez,rafael hernandez perez,False,1
4248,Carmen Alonso Rodríguez,carmen alonso rodriguez,carmen alonso rodriguez,False,1
4249,Sofía Hernández Gutiérrez,sofia hernandez gutierrez,sofia hernandez gutierrez,False,1
4250,José Rodríguez Ruiz,jose rodriguez ruiz,jose rodriguez ruiz,True,2
4251,Marta Álvarez,marta alvarez,marta alvarez,True,6
4252,Pilar García Ruiz,pilar garcia ruiz,pilar garcia ruiz,False,1
4253,Lucía Gutiérrez,lucia gutierrez,lucia gutierrez,True,11
4254,Pedro Jiménez Martín,pedro jimenez martin,pedro jimenez martin,True,2
4255,Lic. Fernando García,fernando garcia,fernando garcia,True,10
4256,Fernando López,fernando lopez,fernando lopez,True,7
4257,Sra. Sofía Gómez,sofia gomez,sofia gomez,True,6
4258,Pilar Fernández Álvarez,pilar fernandez alvarez,pilar fernandez alvarez,False,1
4259,Ana Gutiérrez Muñoz,ana gutierrez munoz,ana gutierrez munoz,True,2
4260,Javier   Jiménez,javier jimenez,javier jimenez,True,10
4261,Lucía  García,lucia garcia,lucia garcia,True,5
4262,Lucía Gómez Rodríguez,lucia gomez rodriguez,lucia gomez rodriguez,True,2
4263,Carmen Alonso,carmen alonso,carmen alonso,True,5
4264,Francisco Moreno,francisco moreno,francisco moreno,True,9
4265,Marta Jiménez Jiménez,marta jimenez jimenez,marta jimenez jimenez,False,1
4266,Sofía Alonso,sofia alonso,sofia alonso,True,11
4267,Marta Hernández,marta hernandez,marta hernandez,True,9
4268,Teresa García Gómez,teresa garcia gomez,teresa garcia gomez,False,1
4269,Fernando Rodríguez,fernando rodriguez,fernando rodriguez,True,11
4270,Fernando Muñoz,fernando munoz,fernando munoz,True,5
4271,Sofía  García Álvarez,sofia garcia alvarez,sofia garcia alvarez,False,1
4272,José Gómez,jose gomez,jose gomez,True,8
4273,Carmen Martín,carmen martin,carmen martin,True,7
4274,Pedro García Pérez,pedro garcia perez,pedro garcia perez,False,1
4275,Luis Pérez,luis perez,luis perez,True,6
4276,Francisco Moreno,francisco moreno,francisco moreno,True,9
4277,Luis Gómez Martín,luis gomez martin,luis gomez martin,False,1
4278,Elena Gómez,elena gomez,elena gomez,True,2
4279,Pedro Gutiérrez,pedro gutierrez,pedro gutierrez,True,11
4280,Ana Álvarez García,ana alvarez garcia,ana alvarez garcia,False,1
4281,Juan Gutiérrez,juan gutierrez,juan gutierrez,True,5
4282,Lucía Rodríguez,lucia rodriguez,lucia rodriguez,True,4
4283,Col. María Muñoz Rodríguez,col maria munoz rodriguez,col maria munoz rodriguez,False,1
4284,Pedro Ruiz,pedro ruiz,pedro ruiz,True,7
4285,Juan Gómez Jiménez,juan gomez jimenez,juan gomez jimenez,False,1
4286,Juan Gómez,juan gomez,juan gomez,True,3
4287,Pedro Romero Gómez,pedro romero gomez,pedro romero gomez,True,2
4288,Lucía Jiménez,lucia jimenez,lucia jimenez,True,3
4289,María Díaz,maria diaz,maria diaz,True,5
4290,María Alonso Álvarez,maria alonso alvarez,maria alonso alvarez,False,1
4291,Mg. Marta Ruiz,mg marta ruiz,mg marta ruiz,False,1
4292,Rafael Pérez,rafael perez,rafael perez,True,8
4293,Carmen Fernández Martín,carmen fernandez martin,carmen fernandez martin,False,1
4294,Rafael Ruiz,rafael ruiz,rafael ruiz,True,8
4295,José Pérez Romero,jose perez romero,jose perez romero,True,2
4296,Pablo Romero,pablo romero,pablo romero,True,6
4297,Ana García,ana garcia,ana garcia,True,6
4298,Javier López Martínez,javier lopez martinez,javier lopez martinez,False,1
4299,Marta Alonso,marta alonso,marta alonso,True,7
4300,Pablo Gómez Sánchez,pablo gomez sanchez,pablo gomez sanchez,False,1
4301,Francisco Díaz,francisco diaz,francisco diaz,True,6
4302,Juan Díaz López,juan diaz lopez,juan diaz lopez,False,1
4303,Francisco Hernández Romero,francisco hernandez romero,francisco hernandez romero,False,1
4304,Rafael Hernández Fernández,rafael hernandez fernandez,rafael hernandez fernandez,False,1
4305,Isabel Sánchez Hernández,isabel sanchez hernandez,isabel sanchez hernandez,False,1
4306,Isabel Fernández,isabel fernandez,isabel fernandez,True,6
4307,Fernando Moreno,fernando moreno,fernando moreno,True,7
4308,Carlos García,carlos garcia,carlos garcia,True,9
4309,Carlos Díaz,carlos diaz,carlos diaz,True,9
4310,Javier Álvarez Fernández,javier alvarez fernandez,javier alvarez fernandez,False,1
4311,María Rodríguez López,maria rodriguez lopez,maria rodriguez lopez,False,1
4312,Juan Muñoz,juan munoz,juan munoz,True,8
4313,Pablo Gómez González,pablo gomez gonzalez,pablo gomez gonzalez,False,1
4314,Elena Sánchez,elena sanchez,elena sanchez,True,4
4315,Carlos Martínez,carlos martinez,carlos martinez,True,6
4316,Francisco García,francisco garcia,francisco garcia,True,7
4317,Rafael Fernández,rafael fernandez,rafael fernandez,True,4
4318,Pilar Moreno,pilar moreno,pilar moreno,True,8
4319,Sra. Juan Martín Gutiérrez,juan martin gutierrez,juan martin gutierrez,False,2
4320,Luis Romero García,luis romero garcia,luis romero garcia,False,1
4321,María Martínez,maria martinez,maria martinez,True,11
4322,Sofía Ruiz,sofia ruiz,sofia ruiz,True,9
4323,Isabel Díaz González,isabel diaz gonzalez,isabel diaz gonzalez,False,1
4324,Luis Ruiz González,luis ruiz gonzalez,luis ruiz gonzalez,False,1
4325,Elena Martínez,elena martinez,elena martinez,True,4
4326,Sofía   Gómez,sofia gomez,sofia gomez,True,6
4327,Elena Martínez,elena martinez,elena martinez,True,4
4328,Elena Rodríguez González,elena rodriguez gonzalez,elena rodriguez gonzalez,False,1
4329,María Alonso,maria alonso,maria alonso,True,5
4330,Carmen Fernández Romero,carmen fernandez romero,carmen fernandez romero,False,1
4331,Teresa López Díaz,teresa lopez diaz,teresa lopez diaz,False,2
4332,Isabel Hernández Álvarez,isabel hernandez alvarez,isabel hernandez alvarez,True,2
4333,Col. Elena Jiménez Fernández,col elena jimenez fernandez,col elena jimenez fernandez,False,1
4334,Elena Sánchez Hernández,elena sanchez hernandez,elena sanchez hernandez,False,1
4335,José Martín,jose martin,jose martin,True,2
4336,Isabel Sánchez,isabel sanchez,isabel sanchez,True,7
4337,Lucía García Martín,lucia garcia martin,lucia garcia martin,False,1
4338,Lucía Gutiérrez,lucia gutierrez,lucia gutierrez,True,11
4339,Isabel Ruiz,isabel ruiz,isabel ruiz,True,7
4340,Lucía Gómez,lucia gomez,lucia gomez,True,5
4341,Carmen Martín,carmen martin,carmen martin,True,7
4342,Sofía Moreno,sofia moreno,sofia moreno,True,7
4343,Isabel Alonso Gutiérrez,isabel alonso gutierrez,isabel alonso gutierrez,False,1
4344,Lic. Javier Jiménez López,javier jimenez lopez,javier jimenez lopez,False,1
4345,Pablo Fernández Martínez,pablo fernandez martinez,pablo fernandez martinez,False,1
4346,Francisco Fernández Martínez,francisco fernandez martinez,francisco fernandez martinez,True,2
4347,Francisco García,francisco garcia,francisco garcia,True,7
4348,Carmen García,carmen garcia,carmen garcia,True,4
4349,Rafael Alonso,rafael alonso,rafael alonso,True,8
4350,Pedro Muñoz González,pedro munoz gonzalez,pedro munoz gonzalez,False,1
4351,Teresa Gutiérrez,teresa gutierrez,teresa gutierrez,True,8
4352,Pilar Muñoz,pilar munoz,pilar munoz,True,6
4353,Fernando García Martín,fernando garcia martin,fernando garcia martin,False,1
4354,Sra. Carlos Jiménez,carlos jimenez,carlos jimenez,True,5
4355,María Romero Pérez,maria romero perez,maria romero perez,False,1
4356,Marta Muñoz Gómez,marta munoz gomez,marta munoz gomez,False,2
4357,Sofía González,sofia gonzalez,sofia gonzalez,True,5
4358,Fernando González,fernando gonzalez,fernando gonzalez,True,6
4359,Lic. Isabel Álvarez,isabel alvarez,isabel alvarez,True,10
4360,Carmen Martínez Fernández,carmen martinez fernandez,carmen martinez fernandez,False,1
4361,Lic. Ana Martínez García,ana martinez garcia,ana martinez garcia,False,1
4362,Luis López Romero,luis lopez romero,luis lopez romero,False,1
4363,Pilar Gutiérrez,pilar gutierrez,pilar gutierrez,True,9
4364,Luis Moreno Romero,luis moreno romero,luis moreno romero,False,1
4365,Ana Sánchez Rodríguez,ana sanchez rodriguez,ana sanchez rodriguez,False,1
4366,Pedro Jiménez,pedro jimenez,pedro jimenez,True,4
4367,José Martín Pérez,jose martin perez,jose martin perez,False,1
4368,Isabel Alonso Muñoz,isabel alonso munoz,isabel alonso munoz,False,1
4369,Isabel Moreno,isabel moreno,isabel moreno,True,5
4370,Teresa López López,teresa lopez lopez,teresa lopez lopez,False,1
4371,José Romero Romero,jose romero romero,jose romero romero,True,3
4372,Col. Lucía Romero,col lucia romero,col lucia romero,False,1
4373,Lucía González,lucia gonzalez,lucia gonzalez,False,1
4374,María Hernández Fernández,maria hernandez fernandez,maria hernandez fernandez,False,1
